int_rate,loan_amnt,term,grade,home_ownership,annual_inc,purpose
6.03,4000,36,A,MORTGAGE,51000,car
7.90,12000,60,A,MORTGAGE,40000,small_business
12.42,10000,36,B,RENT,90000,other
21.67,32000,60,F,MORTGAGE,93000,home_improvement
6.03,6500,36,A,MORTGAGE,72000,car
7.51,8650,36,A,MORTGAGE,60000,home_improvement
13.49,15000,60,C,RENT,50000,small_business
15.96,30000,60,C,MORTGAGE,139872,house
7.90,25000,36,A,RENT,67000,home_improvement
6.03,8000,36,A,RENT,30000,debt_consolidation
7.90,32400,36,A,RENT,67920,debt_consolidation
6.03,10000,36,A,MORTGAGE,35000,debt_consolidation
11.71,13675,60,B,MORTGAGE,60000,debt_consolidation
13.49,21350,60,C,MORTGAGE,79000,debt_consolidation
16.77,23675,60,D,MORTGAGE,41000,debt_consolidation
9.91,8000,36,B,MORTGAGE,70000,debt_consolidation
6.62,9050,36,A,MORTGAGE,45000,medical
12.69,16000,36,B,RENT,200000,car
12.42,20000,36,B,MORTGAGE,120000,credit_card
12.69,5300,36,B,MORTGAGE,105000,debt_consolidation
19.42,17325,60,E,RENT,37000,debt_consolidation
6.03,13000,36,A,MORTGAGE,72100,debt_consolidation
10.65,26000,60,B,MORTGAGE,78000,debt_consolidation
11.71,8400,36,B,RENT,41000,other
12.69,25000,60,B,MORTGAGE,275000,wedding
12.69,1200,36,B,MORTGAGE,74000,home_improvement
17.58,20000,60,D,RENT,69300,debt_consolidation
11.71,14400,36,B,RENT,125000,debt_consolidation
6.62,7000,36,A,RENT,32340,debt_consolidation
11.71,10000,36,B,MORTGAGE,56500,credit_card
6.62,7200,36,A,MORTGAGE,78000,debt_consolidation
6.62,8800,36,A,RENT,48000,debt_consolidation
7.51,10800,36,A,MORTGAGE,53000,credit_card
17.27,25500,36,D,MORTGAGE,75000,small_business
13.49,5600,36,C,RENT,34444,debt_consolidation
14.65,7000,36,C,MORTGAGE,58000,debt_consolidation
10.65,12500,36,B,RENT,31000,debt_consolidation
18.64,28200,60,E,MORTGAGE,88440,debt_consolidation
6.03,9000,36,A,MORTGAGE,190000,vacation
11.71,7500,60,B,RENT,18240,other
11.71,15000,60,B,MORTGAGE,195000,major_purchase
13.49,13000,60,C,RENT,25800,debt_consolidation
13.49,1000,36,C,RENT,75000,wedding
6.03,15000,36,A,MORTGAGE,182952,medical
12.69,30000,60,B,MORTGAGE,150000,other
8.49,4500,36,A,MORTGAGE,55000,credit_card
12.69,2500,36,B,OWN,12000,other
11.71,8000,60,B,MORTGAGE,113592,car
6.62,12000,36,A,RENT,80000,house
11.71,35000,60,B,MORTGAGE,90000,debt_consolidation
9.91,12000,60,B,MORTGAGE,58000,car
12.42,35000,60,B,OWN,89000,home_improvement
19.42,16000,60,E,MORTGAGE,70000,debt_consolidation
10.65,11300,36,B,MORTGAGE,52000,debt_consolidation
12.69,4000,36,B,RENT,26000,debt_consolidation
19.03,18000,60,E,RENT,90240,debt_consolidation
16.77,35000,36,D,MORTGAGE,395000,debt_consolidation
6.62,10500,36,A,OWN,41400,medical
11.71,8400,36,B,MORTGAGE,48000,debt_consolidation
12.69,5000,36,B,MORTGAGE,24996,car
18.25,12000,60,D,RENT,140000,debt_consolidation
10.65,4800,36,B,MORTGAGE,72000,credit_card
7.51,10500,36,A,MORTGAGE,48000,debt_consolidation
14.27,3000,60,C,RENT,15240,other
11.71,5000,36,B,RENT,111460,major_purchase
14.65,5000,36,C,MORTGAGE,24000,debt_consolidation
9.91,6500,36,B,RENT,38400,other
18.64,20000,36,E,RENT,105000,debt_consolidation
14.27,20000,36,C,MORTGAGE,201000,debt_consolidation
7.90,7000,36,A,MORTGAGE,65000,medical
11.71,13750,36,B,MORTGAGE,47500,debt_consolidation
15.96,5000,36,C,RENT,90000,debt_consolidation
12.69,14000,60,B,OWN,66841,debt_consolidation
9.91,4000,36,B,MORTGAGE,69000,car
6.03,17000,36,A,MORTGAGE,61147,major_purchase
18.64,22400,60,E,RENT,50000,debt_consolidation
14.27,10625,60,C,MORTGAGE,167000,debt_consolidation
6.03,12000,36,A,MORTGAGE,36000,debt_consolidation
14.27,9600,36,C,RENT,24000,debt_consolidation
9.91,12000,36,B,RENT,33600,debt_consolidation
6.62,12000,36,A,MORTGAGE,55000,credit_card
7.90,2000,36,A,MORTGAGE,61000,other
19.42,18400,60,E,MORTGAGE,88800,debt_consolidation
6.03,8000,36,A,MORTGAGE,41000,debt_consolidation
18.64,21000,60,E,MORTGAGE,200000,debt_consolidation
19.03,9500,60,E,RENT,70000,wedding
15.96,26000,36,C,MORTGAGE,78000,credit_card
6.62,5000,36,A,RENT,58000,debt_consolidation
10.65,28000,60,B,OWN,75000,home_improvement
10.65,9600,36,B,RENT,60000,debt_consolidation
17.58,10400,60,D,RENT,85325,small_business
19.42,18000,60,E,MORTGAGE,45000,medical
6.03,5000,36,A,MORTGAGE,41784,car
11.71,16000,60,B,RENT,30216,debt_consolidation
18.64,19200,60,E,MORTGAGE,126000,debt_consolidation
17.58,30000,36,D,MORTGAGE,78252,debt_consolidation
8.90,7200,36,A,RENT,82060.56,wedding
6.03,15000,36,A,MORTGAGE,117696,home_improvement
7.90,10200,36,A,MORTGAGE,132000,home_improvement
7.51,6350,36,A,MORTGAGE,35360,other
7.90,13000,36,A,RENT,110400,debt_consolidation
10.65,4000,36,B,RENT,30996,debt_consolidation
11.71,1500,36,B,RENT,48000,other
9.91,28000,36,B,RENT,88000,debt_consolidation
14.65,4000,36,C,RENT,45000,other
11.71,12000,60,B,RENT,64500,moving
10.65,20000,36,B,MORTGAGE,132650,home_improvement
7.51,6350,36,A,MORTGAGE,61260,debt_consolidation
12.69,20000,36,B,RENT,100000,credit_card
17.58,10000,60,D,RENT,69996,debt_consolidation
12.42,9100,36,B,MORTGAGE,81000,debt_consolidation
17.27,25000,60,D,MORTGAGE,95000,debt_consolidation
12.42,9200,36,B,OWN,41100,debt_consolidation
11.71,17000,36,B,RENT,70000,debt_consolidation
10.65,12000,60,B,RENT,46800,home_improvement
12.42,15000,36,B,RENT,77000,debt_consolidation
10.65,10000,36,B,MORTGAGE,36588,debt_consolidation
7.90,17000,36,A,RENT,75000,small_business
6.62,2000,36,A,RENT,85000,debt_consolidation
14.27,16000,60,C,OWN,58112,debt_consolidation
14.27,30000,60,C,MORTGAGE,102000,debt_consolidation
20.89,30000,60,F,MORTGAGE,130000,small_business
12.69,29700,60,B,MORTGAGE,78000,credit_card
6.03,8400,36,A,MORTGAGE,50000,debt_consolidation
11.71,30000,60,B,RENT,56000,debt_consolidation
12.42,2000,36,B,RENT,30225,wedding
13.49,6000,36,C,MORTGAGE,24000,credit_card
9.91,2675,36,B,RENT,18144,credit_card
11.71,12000,60,B,MORTGAGE,40809,other
10.65,10000,36,B,MORTGAGE,48000,debt_consolidation
7.51,3400,36,A,RENT,24290.4,debt_consolidation
7.51,4000,36,A,RENT,30000,wedding
14.27,20000,60,C,RENT,42000,debt_consolidation
9.91,2000,36,B,RENT,60000,other
8.90,12800,60,A,RENT,42000,wedding
14.27,12000,36,C,MORTGAGE,85000,home_improvement
11.49,35000,60,B,RENT,84012,debt_consolidation
19.03,30000,60,E,RENT,80004,debt_consolidation
11.71,35000,60,B,MORTGAGE,100000,small_business
12.42,22250,36,B,MORTGAGE,135000,debt_consolidation
8.90,5025,36,A,MORTGAGE,70000,debt_consolidation
17.27,22800,36,D,MORTGAGE,50000,house
9.91,11300,36,B,MORTGAGE,31000,credit_card
10.65,5000,36,B,RENT,75000,debt_consolidation
6.03,5600,36,A,RENT,56000,debt_consolidation
12.42,15000,36,B,RENT,65000,debt_consolidation
17.58,7075,36,D,OWN,62910,debt_consolidation
7.90,3700,36,A,RENT,94000,debt_consolidation
8.90,2000,36,A,RENT,69000,debt_consolidation
14.65,25000,60,C,RENT,64000,debt_consolidation
6.62,10000,36,A,RENT,40000,small_business
12.42,9800,60,B,MORTGAGE,39996,major_purchase
8.90,7000,36,A,RENT,67550,credit_card
9.91,4000,36,B,RENT,82350,debt_consolidation
7.90,17000,36,A,MORTGAGE,68250,credit_card
6.03,3600,36,A,RENT,45000,credit_card
6.03,7200,36,A,OWN,10080,other
6.03,4000,36,A,MORTGAGE,54000,debt_consolidation
11.71,30000,36,B,RENT,61200,debt_consolidation
7.90,20000,36,A,MORTGAGE,60000,debt_consolidation
17.27,35000,60,D,MORTGAGE,96000,debt_consolidation
11.71,10200,36,B,RENT,90000,wedding
7.90,5000,36,A,RENT,15000,debt_consolidation
6.03,10000,36,A,MORTGAGE,51000,debt_consolidation
8.90,35000,36,A,OWN,90000,debt_consolidation
7.51,8600,36,A,RENT,30000,small_business
6.03,9000,36,A,MORTGAGE,50000,home_improvement
12.42,21600,36,B,MORTGAGE,88055,credit_card
12.42,30000,60,B,RENT,125004,debt_consolidation
11.71,14750,60,B,RENT,38496,other
15.96,12000,60,C,RENT,48000,debt_consolidation
17.58,24600,60,D,RENT,47000,debt_consolidation
11.71,5000,36,B,MORTGAGE,110000,vacation
11.71,14400,36,B,MORTGAGE,88000,credit_card
11.71,21000,36,B,MORTGAGE,108000,debt_consolidation
8.90,11000,36,A,RENT,27000,credit_card
10.65,25000,60,B,RENT,61000,small_business
6.62,10000,36,A,OWN,72000,debt_consolidation
13.49,5950,36,C,MORTGAGE,57000,small_business
13.49,25000,36,C,MORTGAGE,73476,debt_consolidation
12.42,4375,36,B,RENT,130000,major_purchase
6.62,5000,36,A,MORTGAGE,45000,debt_consolidation
7.90,4300,36,A,MORTGAGE,90000,debt_consolidation
15.96,2500,60,C,RENT,54996,other
6.03,10625,36,A,MORTGAGE,73000,credit_card
17.58,5000,60,D,RENT,45000,debt_consolidation
6.03,10700,36,A,RENT,32000,debt_consolidation
10.99,35000,60,B,MORTGAGE,73000,credit_card
12.69,20000,60,B,MORTGAGE,67000,debt_consolidation
7.51,11800,36,A,MORTGAGE,175000,debt_consolidation
6.03,7000,36,A,MORTGAGE,44000,debt_consolidation
6.03,3000,36,A,MORTGAGE,65000,vacation
8.90,5000,36,A,MORTGAGE,195000,medical
12.69,4000,36,B,RENT,40000,debt_consolidation
14.27,4000,60,C,MORTGAGE,74004,home_improvement
10.65,6000,36,B,RENT,45000,debt_consolidation
13.49,24000,36,C,MORTGAGE,84000,debt_consolidation
9.91,1200,36,B,RENT,43200,debt_consolidation
11.71,7700,36,B,MORTGAGE,46000,debt_consolidation
6.03,7000,36,A,MORTGAGE,70000,car
14.27,12025,36,C,RENT,1782000,debt_consolidation
6.62,5600,36,A,MORTGAGE,70000,wedding
9.91,28000,60,B,MORTGAGE,150000,other
16.77,20000,36,D,RENT,53000,debt_consolidation
18.64,25000,60,E,RENT,55000,debt_consolidation
6.62,5000,36,A,MORTGAGE,78000,home_improvement
14.27,6000,60,C,RENT,69200,debt_consolidation
14.27,10700,36,C,MORTGAGE,117000,wedding
6.03,14600,36,A,RENT,30000,debt_consolidation
7.90,7200,36,A,MORTGAGE,115000,debt_consolidation
7.90,12600,60,A,MORTGAGE,75000,debt_consolidation
12.69,12600,60,B,MORTGAGE,72000,major_purchase
7.51,3300,36,A,MORTGAGE,65000,major_purchase
12.69,3500,60,B,RENT,68400,other
7.51,6250,36,A,MORTGAGE,38484,debt_consolidation
8.90,13000,60,A,MORTGAGE,40000,debt_consolidation
10.65,6000,36,B,OWN,48000,debt_consolidation
6.03,12000,36,A,MORTGAGE,99000,house
6.03,6800,36,A,MORTGAGE,45000,debt_consolidation
15.27,14000,60,C,MORTGAGE,57500,debt_consolidation
14.27,5000,60,C,MORTGAGE,66996,other
11.71,9600,60,B,MORTGAGE,60000,major_purchase
8.90,14400,36,A,MORTGAGE,218000,debt_consolidation
16.77,2000,60,D,OWN,30000,other
15.27,5000,36,C,RENT,80000,debt_consolidation
6.03,5000,36,A,MORTGAGE,75000,home_improvement
16.77,8000,36,D,RENT,56400,debt_consolidation
6.03,6500,36,A,MORTGAGE,73000,debt_consolidation
6.03,5000,36,A,RENT,32000,debt_consolidation
11.71,12000,36,B,RENT,65000,debt_consolidation
7.51,4000,36,A,RENT,110000,debt_consolidation
6.03,2000,36,A,MORTGAGE,62000,home_improvement
9.91,1200,36,B,RENT,34000,moving
12.42,3000,60,B,OWN,76116,car
8.90,6200,36,A,RENT,65000,wedding
21.28,35000,60,F,MORTGAGE,109000,debt_consolidation
6.03,6025,36,A,MORTGAGE,65000,debt_consolidation
11.71,20000,60,B,RENT,81200,major_purchase
12.42,13000,60,B,MORTGAGE,85000,credit_card
8.90,3000,36,A,RENT,75000,wedding
7.90,18000,36,A,RENT,80000,credit_card
14.27,10000,60,C,OWN,20400,other
7.90,2000,36,A,RENT,65000,vacation
10.65,12000,60,B,MORTGAGE,59000,home_improvement
6.62,10000,36,A,MORTGAGE,120000,credit_card
11.71,4800,36,B,RENT,38000,credit_card
12.69,20500,60,B,RENT,40000,debt_consolidation
15.99,9300,36,D,RENT,42000,debt_consolidation
7.90,15000,36,A,RENT,37440,debt_consolidation
7.51,5000,36,A,RENT,25000,credit_card
13.49,2000,36,C,RENT,19200,car
19.42,10800,60,E,OWN,65000,debt_consolidation
12.42,14000,36,B,MORTGAGE,72000,debt_consolidation
7.90,12625,36,A,MORTGAGE,55000,debt_consolidation
13.49,5000,36,C,RENT,30000,debt_consolidation
22.06,13800,60,F,RENT,48000,other
12.69,5000,36,B,RENT,43200,major_purchase
19.42,35000,60,E,MORTGAGE,120000,debt_consolidation
11.71,10000,36,B,RENT,74000,car
7.51,7300,36,A,MORTGAGE,42000,other
7.90,18000,36,A,MORTGAGE,130000,debt_consolidation
9.91,10000,36,B,MORTGAGE,120000,debt_consolidation
10.65,4000,36,B,RENT,20000,major_purchase
12.69,22000,36,B,RENT,82600,debt_consolidation
15.96,3000,36,C,MORTGAGE,58000,other
13.49,14400,36,C,RENT,48000,debt_consolidation
7.90,3800,36,A,RENT,26400,car
7.90,2000,36,A,RENT,20400,debt_consolidation
20.89,10000,36,F,RENT,45600,debt_consolidation
12.69,10000,36,B,RENT,50000,debt_consolidation
12.42,12000,36,B,RENT,90000,debt_consolidation
9.91,7500,60,B,MORTGAGE,51721,car
10.65,16450,36,B,OWN,38400,debt_consolidation
7.51,8500,36,A,MORTGAGE,78000,home_improvement
16.77,12000,60,D,MORTGAGE,42000,debt_consolidation
16.77,3600,60,D,MORTGAGE,37000,debt_consolidation
10.65,29800,36,B,OWN,62352,debt_consolidation
7.90,10000,36,A,MORTGAGE,62000,home_improvement
6.03,8000,36,A,RENT,76460,debt_consolidation
11.71,5325,36,B,MORTGAGE,82000,home_improvement
7.90,7500,36,A,MORTGAGE,45000,home_improvement
6.62,12000,36,A,MORTGAGE,40000,debt_consolidation
18.25,23000,60,D,RENT,75000,debt_consolidation
6.03,2500,36,A,MORTGAGE,34000,home_improvement
12.69,5000,36,B,OWN,112732,other
16.77,24000,60,D,MORTGAGE,74000,debt_consolidation
12.42,25000,60,B,MORTGAGE,50000,debt_consolidation
13.49,3000,36,C,RENT,60000,other
18.25,20000,60,D,RENT,77004,debt_consolidation
6.03,5000,36,A,MORTGAGE,62000,credit_card
11.71,30000,36,B,MORTGAGE,200100,debt_consolidation
18.64,12000,60,E,MORTGAGE,47900,credit_card
10.65,4000,36,B,MORTGAGE,120000,home_improvement
9.91,12000,36,B,RENT,100000,wedding
12.42,1800,36,B,MORTGAGE,57600,home_improvement
14.65,16500,60,C,OWN,110000,car
13.49,4000,60,C,RENT,65000,small_business
13.49,35000,60,C,MORTGAGE,110000,debt_consolidation
6.03,10000,36,A,MORTGAGE,64500,home_improvement
10.65,18000,60,B,RENT,78000,moving
13.49,6800,60,C,RENT,30000,debt_consolidation
6.03,7400,36,A,RENT,140000,moving
6.62,10000,36,A,RENT,74000,credit_card
13.49,12000,60,C,RENT,34560,debt_consolidation
10.65,2000,36,B,RENT,48000,major_purchase
14.27,5825,36,C,RENT,26000,debt_consolidation
7.90,8400,36,A,RENT,45000,debt_consolidation
16.49,35000,60,D,MORTGAGE,82000,credit_card
18.25,15000,60,D,MORTGAGE,43000,debt_consolidation
13.49,16000,36,C,MORTGAGE,68000,debt_consolidation
7.90,16500,36,A,RENT,47000,debt_consolidation
17.58,35000,36,D,MORTGAGE,116000,debt_consolidation
13.49,8000,36,C,RENT,75000,debt_consolidation
14.27,30000,60,C,MORTGAGE,270000,home_improvement
6.62,12150,36,A,OWN,32000,debt_consolidation
7.51,7200,36,A,OWN,24000,credit_card
13.49,5500,36,C,MORTGAGE,85000,credit_card
14.27,25000,60,C,MORTGAGE,108000,debt_consolidation
19.42,14000,60,E,MORTGAGE,165000,home_improvement
11.71,7450,36,B,MORTGAGE,114996,debt_consolidation
13.49,5000,36,C,RENT,26400,wedding
7.90,6000,36,A,OWN,16000,house
12.69,12800,36,B,RENT,40000,credit_card
12.69,14000,36,B,RENT,95000,debt_consolidation
10.65,9950,60,B,RENT,88771,other
16.77,11200,36,D,RENT,42000,debt_consolidation
12.69,21000,60,B,MORTGAGE,120000,home_improvement
14.27,15000,60,C,MORTGAGE,200000,debt_consolidation
7.51,6500,36,A,RENT,123000,debt_consolidation
6.03,6000,36,A,OWN,26232,other
7.90,15000,60,A,MORTGAGE,75000,debt_consolidation
17.58,15000,60,D,RENT,60000,debt_consolidation
10.65,2400,36,B,RENT,18000,renewable_energy
9.91,30000,60,B,MORTGAGE,85000,debt_consolidation
7.51,5000,36,A,MORTGAGE,43200,other
9.91,12375,36,B,MORTGAGE,55000,debt_consolidation
15.27,14650,60,C,MORTGAGE,150000,debt_consolidation
15.27,6000,36,C,OWN,21000,major_purchase
7.90,15875,36,A,MORTGAGE,53000,credit_card
8.90,20000,36,A,MORTGAGE,80000,debt_consolidation
22.06,35000,60,F,MORTGAGE,75000,debt_consolidation
15.27,4750,36,C,MORTGAGE,55500,debt_consolidation
10.65,13000,60,B,OWN,60000,debt_consolidation
20.89,7000,36,F,RENT,60000,debt_consolidation
6.62,11200,36,A,RENT,61200,credit_card
10.65,16000,36,B,MORTGAGE,70000,credit_card
10.65,1750,36,B,MORTGAGE,78000,car
14.65,4500,36,C,MORTGAGE,75000,debt_consolidation
20.30,20375,60,E,MORTGAGE,82000,debt_consolidation
16.77,3600,36,D,RENT,54804,house
19.03,3000,36,E,RENT,24000,other
11.71,35000,60,B,MORTGAGE,100000,house
15.96,15000,36,C,MORTGAGE,95000,debt_consolidation
18.25,15000,60,D,MORTGAGE,150000,debt_consolidation
12.69,24000,60,B,MORTGAGE,160000,debt_consolidation
6.62,6000,36,A,RENT,40000,other
8.90,6000,36,A,MORTGAGE,60000,other
10.65,10825,36,B,RENT,35000,debt_consolidation
7.90,8500,36,A,RENT,24000,debt_consolidation
12.42,2000,36,B,RENT,30000,car
11.71,16000,60,B,MORTGAGE,73000,home_improvement
6.62,1000,36,A,MORTGAGE,30000,debt_consolidation
6.03,13000,36,A,MORTGAGE,94000,debt_consolidation
10.65,2000,36,B,RENT,69996,debt_consolidation
7.90,9000,36,A,MORTGAGE,61200,debt_consolidation
6.62,10000,36,A,RENT,100000,vacation
6.62,15000,36,A,OWN,30000,home_improvement
15.96,5600,36,C,RENT,41000,debt_consolidation
10.65,22000,60,B,OWN,38000,major_purchase
13.49,30000,60,C,MORTGAGE,58000,debt_consolidation
6.62,4500,36,A,RENT,70000,credit_card
10.65,11900,60,B,OWN,199992,car
7.51,11425,36,A,RENT,52500,debt_consolidation
15.96,10000,60,C,MORTGAGE,114996,debt_consolidation
18.25,19750,60,D,RENT,40000,debt_consolidation
8.90,7000,36,A,MORTGAGE,100000,debt_consolidation
13.49,12000,60,C,MORTGAGE,51600,other
13.49,35000,60,C,RENT,62000,debt_consolidation
14.65,10000,36,C,MORTGAGE,97000,major_purchase
9.91,7000,36,B,MORTGAGE,53796,other
9.91,2000,36,B,RENT,25000,moving
8.90,4200,36,A,RENT,31200,debt_consolidation
16.77,12000,60,D,MORTGAGE,73000,medical
10.65,22000,36,B,MORTGAGE,80000,debt_consolidation
15.96,8500,36,C,MORTGAGE,78000,debt_consolidation
6.62,4375,36,A,MORTGAGE,30000,credit_card
10.65,7200,36,B,RENT,24000,credit_card
15.27,1000,36,C,MORTGAGE,32352,other
14.65,20000,60,C,MORTGAGE,61000,debt_consolidation
6.03,1400,36,A,MORTGAGE,30000,renewable_energy
17.58,24700,60,D,MORTGAGE,63000,debt_consolidation
17.58,15000,36,D,MORTGAGE,204000,debt_consolidation
15.96,35000,60,C,RENT,120000,debt_consolidation
11.49,35000,60,B,MORTGAGE,66000,small_business
12.42,13600,36,B,MORTGAGE,91000,debt_consolidation
19.03,4000,36,E,RENT,19200,other
9.91,13000,36,B,RENT,38400,debt_consolidation
7.90,16425,36,A,MORTGAGE,79536,debt_consolidation
10.65,7000,36,B,MORTGAGE,90000,home_improvement
23.52,32000,60,G,MORTGAGE,80000,debt_consolidation
15.96,15000,36,C,MORTGAGE,59800,credit_card
16.29,7000,36,D,RENT,120000,small_business
7.51,10000,36,A,MORTGAGE,30000,debt_consolidation
11.71,6000,36,B,RENT,66000,debt_consolidation
6.62,4000,36,A,RENT,47088,car
6.62,9800,36,A,MORTGAGE,72000,car
16.29,2500,36,D,RENT,22200,car
12.69,25000,60,B,MORTGAGE,44828,debt_consolidation
20.30,25200,60,E,MORTGAGE,86000,debt_consolidation
12.69,7200,36,B,RENT,52000,credit_card
6.62,20000,36,A,OWN,153936,other
23.91,18000,60,G,MORTGAGE,165000,home_improvement
9.91,4000,36,B,RENT,51600,car
18.64,30000,36,E,MORTGAGE,166000,debt_consolidation
7.90,35000,36,A,MORTGAGE,85000,debt_consolidation
7.90,13250,36,A,OWN,60000,car
8.90,6000,36,A,MORTGAGE,53808,debt_consolidation
9.91,10000,36,B,MORTGAGE,40000,debt_consolidation
11.71,14500,60,B,RENT,75000,debt_consolidation
23.13,30000,60,G,RENT,142000,debt_consolidation
7.51,7500,36,A,RENT,95000,wedding
16.29,9600,36,D,RENT,48000,debt_consolidation
6.03,2800,36,A,MORTGAGE,53000,car
15.96,35000,36,C,MORTGAGE,150000,debt_consolidation
10.65,9400,60,B,MORTGAGE,95000,small_business
6.62,5200,36,A,RENT,40000,credit_card
6.62,12800,36,A,MORTGAGE,72000,small_business
16.77,1700,36,D,MORTGAGE,67836,home_improvement
7.51,8000,36,A,MORTGAGE,51000,debt_consolidation
9.91,10300,36,B,RENT,165000,credit_card
14.27,13125,60,C,RENT,100000,major_purchase
7.90,20000,36,A,RENT,80000,debt_consolidation
22.74,12900,60,G,MORTGAGE,72000,debt_consolidation
14.65,6125,36,C,OWN,66000,debt_consolidation
12.69,26850,60,B,MORTGAGE,70099,credit_card
6.03,5000,36,A,MORTGAGE,110000,home_improvement
14.27,5000,36,C,OWN,115000,home_improvement
12.42,3800,60,B,MORTGAGE,154008,other
15.27,20000,60,C,RENT,102000,debt_consolidation
12.69,5000,36,B,RENT,108000,credit_card
6.03,6000,36,A,RENT,75000,debt_consolidation
13.49,24000,60,C,RENT,124704,debt_consolidation
7.90,5000,36,A,MORTGAGE,52000,other
6.03,8000,36,A,MORTGAGE,38496,debt_consolidation
6.62,2100,36,A,MORTGAGE,61000,home_improvement
12.69,12600,60,B,RENT,59000,small_business
9.91,1300,36,B,RENT,34400,credit_card
10.65,25000,36,B,MORTGAGE,75000,small_business
9.91,12800,36,B,MORTGAGE,262000,major_purchase
6.62,2500,36,A,MORTGAGE,74000,home_improvement
18.25,28800,60,D,MORTGAGE,175000,debt_consolidation
6.62,24000,36,A,MORTGAGE,150000,wedding
11.71,4800,36,B,RENT,40000,other
7.90,30000,36,A,MORTGAGE,120000,debt_consolidation
17.58,15000,60,D,MORTGAGE,78000,debt_consolidation
10.65,7000,60,B,OWN,30996,major_purchase
7.90,16000,36,A,RENT,50000,credit_card
18.25,20000,60,D,RENT,96000,credit_card
7.51,4000,36,A,MORTGAGE,40000,debt_consolidation
